#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265404E+00   0.208086E+06   0.204883E+06   0.733267E+00   0.690556E+00   0.111836E+04   0.206570E+06   0.207548E+06   0.206570E+06  -0.186503E-01   0.202348E+06   0.202216E+06   0.177238E+00
   0.270526E+00   0.201557E+06   0.198339E+06   0.683552E+00   0.643737E+00   0.104530E+04   0.200070E+06   0.201017E+06   0.200070E+06  -0.180633E-01   0.195981E+06   0.195850E+06   0.173353E+00
   0.275647E+00   0.195484E+06   0.192280E+06   0.638500E+00   0.601309E+00   0.978869E+03   0.194027E+06   0.194946E+06   0.194027E+06  -0.175178E-01   0.190062E+06   0.189933E+06   0.168163E+00
   0.280768E+00   0.189977E+06   0.186832E+06   0.598065E+00   0.563230E+00   0.919096E+03   0.188556E+06   0.189449E+06   0.188556E+06  -0.170238E-01   0.184703E+06   0.184576E+06   0.161380E+00
   0.285889E+00   0.185042E+06   0.181996E+06   0.561855E+00   0.529129E+00   0.865451E+03   0.183661E+06   0.184530E+06   0.183661E+06  -0.165818E-01   0.179908E+06   0.179785E+06   0.153268E+00
   0.291010E+00   0.180590E+06   0.177673E+06   0.529236E+00   0.498410E+00   0.817000E+03   0.179251E+06   0.180100E+06   0.179251E+06  -0.161837E-01   0.175588E+06   0.175470E+06   0.144461E+00
   0.296131E+00   0.176482E+06   0.173705E+06   0.499503E+00   0.470408E+00   0.772724E+03   0.175186E+06   0.176016E+06   0.175186E+06  -0.158167E-01   0.171606E+06   0.171493E+06   0.135733E+00
   0.301252E+00   0.172569E+06   0.169924E+06   0.471997E+00   0.444504E+00   0.731654E+03   0.171314E+06   0.172125E+06   0.171314E+06  -0.154671E-01   0.167812E+06   0.167704E+06   0.127777E+00
   0.306374E+00   0.168717E+06   0.166182E+06   0.446186E+00   0.420197E+00   0.692988E+03   0.167498E+06   0.168291E+06   0.167498E+06  -0.151226E-01   0.164074E+06   0.163970E+06   0.121045E+00
   0.311495E+00   0.164835E+06   0.162381E+06   0.421715E+00   0.397150E+00   0.656216E+03   0.163648E+06   0.164423E+06   0.163648E+06  -0.147750E-01   0.160302E+06   0.160202E+06   0.115681E+00
   0.316616E+00   0.160897E+06   0.158494E+06   0.398427E+00   0.375219E+00   0.621097E+03   0.159736E+06   0.160494E+06   0.159736E+06  -0.144218E-01   0.156471E+06   0.156373E+06   0.111544E+00
   0.321737E+00   0.156934E+06   0.154561E+06   0.376327E+00   0.354407E+00   0.587656E+03   0.155797E+06   0.156536E+06   0.155797E+06  -0.140662E-01   0.152613E+06   0.152515E+06   0.108287E+00
   0.326858E+00   0.153015E+06   0.150659E+06   0.355502E+00   0.334795E+00   0.556055E+03   0.151899E+06   0.152619E+06   0.151899E+06  -0.137142E-01   0.148794E+06   0.148698E+06   0.105480E+00
   0.331979E+00   0.149215E+06   0.146876E+06   0.336043E+00   0.316469E+00   0.526466E+03   0.148119E+06   0.148822E+06   0.148119E+06  -0.133730E-01   0.145093E+06   0.144997E+06   0.102719E+00
   0.337100E+00   0.145599E+06   0.143286E+06   0.318001E+00   0.299478E+00   0.498972E+03   0.144525E+06   0.145211E+06   0.144525E+06  -0.130485E-01   0.141572E+06   0.141478E+06   0.997188E-01
   0.342222E+00   0.142209E+06   0.139934E+06   0.301365E+00   0.283811E+00   0.473580E+03   0.141158E+06   0.141827E+06   0.141158E+06  -0.127444E-01   0.138273E+06   0.138181E+06   0.963530E-01
   0.347343E+00   0.139053E+06   0.136831E+06   0.286052E+00   0.269390E+00   0.450164E+03   0.138025E+06   0.138680E+06   0.138025E+06  -0.124617E-01   0.135205E+06   0.135115E+06   0.926518E-01
   0.352464E+00   0.136110E+06   0.133950E+06   0.271925E+00   0.256086E+00   0.428515E+03   0.135106E+06   0.135747E+06   0.135106E+06  -0.121981E-01   0.132346E+06   0.132258E+06   0.887613E-01
   0.357585E+00   0.133335E+06   0.131243E+06   0.258814E+00   0.243739E+00   0.408402E+03   0.132356E+06   0.132984E+06   0.132356E+06  -0.119498E-01   0.129651E+06   0.129566E+06   0.848844E-01
   0.362706E+00   0.130676E+06   0.128651E+06   0.246550E+00   0.232189E+00   0.389551E+03   0.129721E+06   0.130336E+06   0.129721E+06  -0.117119E-01   0.127070E+06   0.126988E+06   0.812200E-01
   0.367827E+00   0.128087E+06   0.126121E+06   0.234988E+00   0.221300E+00   0.371744E+03   0.127153E+06   0.127757E+06   0.127153E+06  -0.114801E-01   0.124555E+06   0.124475E+06   0.779139E-01
   0.372948E+00   0.125529E+06   0.123614E+06   0.224018E+00   0.210969E+00   0.354823E+03   0.124616E+06   0.125208E+06   0.124616E+06  -0.112510E-01   0.122070E+06   0.121991E+06   0.750309E-01
   0.378070E+00   0.122986E+06   0.121110E+06   0.213574E+00   0.201133E+00   0.338671E+03   0.122092E+06   0.122671E+06   0.122092E+06  -0.110231E-01   0.119597E+06   0.119520E+06   0.725533E-01
   0.383191E+00   0.120460E+06   0.118615E+06   0.203630E+00   0.191769E+00   0.323261E+03   0.119582E+06   0.120150E+06   0.119582E+06  -0.107965E-01   0.117139E+06   0.117063E+06   0.703997E-01
   0.388312E+00   0.117971E+06   0.116151E+06   0.194194E+00   0.182883E+00   0.308619E+03   0.117110E+06   0.117666E+06   0.117110E+06  -0.105733E-01   0.114717E+06   0.114643E+06   0.684555E-01
   0.393433E+00   0.115546E+06   0.113749E+06   0.185279E+00   0.174486E+00   0.294752E+03   0.114700E+06   0.115244E+06   0.114700E+06  -0.103557E-01   0.112356E+06   0.112283E+06   0.666029E-01
   0.398554E+00   0.113204E+06   0.111432E+06   0.176885E+00   0.166582E+00   0.281686E+03   0.112373E+06   0.112907E+06   0.112373E+06  -0.101457E-01   0.110077E+06   0.110005E+06   0.647477E-01
   0.403675E+00   0.110960E+06   0.109216E+06   0.169005E+00   0.159161E+00   0.269404E+03   0.110144E+06   0.110667E+06   0.110144E+06  -0.994440E-02   0.107894E+06   0.107823E+06   0.628363E-01
   0.408796E+00   0.108820E+06   0.107108E+06   0.161619E+00   0.152205E+00   0.257868E+03   0.108020E+06   0.108533E+06   0.108020E+06  -0.975260E-02   0.105813E+06   0.105743E+06   0.608606E-01
   0.413918E+00   0.106782E+06   0.105106E+06   0.154693E+00   0.145682E+00   0.247045E+03   0.105998E+06   0.106501E+06   0.105998E+06  -0.957002E-02   0.103832E+06   0.103764E+06   0.588492E-01
   0.419039E+00   0.104833E+06   0.103195E+06   0.148182E+00   0.139551E+00   0.236853E+03   0.104064E+06   0.104558E+06   0.104064E+06  -0.939546E-02   0.101938E+06   0.101871E+06   0.568528E-01
   0.424160E+00   0.102954E+06   0.101353E+06   0.142035E+00   0.133761E+00   0.227217E+03   0.102200E+06   0.102685E+06   0.102200E+06  -0.922714E-02   0.100112E+06   0.100047E+06   0.549263E-01
   0.429281E+00   0.101127E+06   0.995616E+05   0.136207E+00   0.128273E+00   0.218082E+03   0.100387E+06   0.100864E+06   0.100387E+06  -0.906347E-02   0.983359E+05   0.982722E+05   0.531154E-01
   0.434402E+00   0.993385E+05   0.978061E+05   0.130663E+00   0.123052E+00   0.209375E+03   0.986130E+05   0.990812E+05   0.986130E+05  -0.890329E-02   0.965980E+05   0.965355E+05   0.514465E-01
   0.439523E+00   0.975813E+05   0.960776E+05   0.125379E+00   0.118075E+00   0.201064E+03   0.968688E+05   0.973289E+05   0.968688E+05  -0.874582E-02   0.948895E+05   0.948282E+05   0.499230E-01
   0.444644E+00   0.958514E+05   0.943728E+05   0.120335E+00   0.113326E+00   0.193126E+03   0.951512E+05   0.956031E+05   0.951512E+05  -0.859075E-02   0.932070E+05   0.931467E+05   0.485276E-01
   0.449766E+00   0.941511E+05   0.926951E+05   0.115523E+00   0.108794E+00   0.185535E+03   0.934628E+05   0.939066E+05   0.934628E+05  -0.843831E-02   0.915531E+05   0.914937E+05   0.472303E-01
   0.454887E+00   0.924880E+05   0.910531E+05   0.110941E+00   0.104478E+00   0.178306E+03   0.918110E+05   0.922470E+05   0.918110E+05  -0.828918E-02   0.899351E+05   0.898766E+05   0.459968E-01
   0.460008E+00   0.908702E+05   0.894560E+05   0.106586E+00   0.100377E+00   0.171431E+03   0.902043E+05   0.906327E+05   0.902043E+05  -0.814411E-02   0.883612E+05   0.883036E+05   0.447971E-01
   0.465129E+00   0.893032E+05   0.879105E+05   0.102453E+00   0.964853E-01   0.164894E+03   0.886483E+05   0.890694E+05   0.886483E+05  -0.800363E-02   0.868371E+05   0.867804E+05   0.436103E-01
   0.470250E+00   0.877888E+05   0.864184E+05   0.985338E-01   0.927943E-01   0.158693E+03   0.871448E+05   0.875587E+05   0.871448E+05  -0.786789E-02   0.853643E+05   0.853085E+05   0.424275E-01
   0.475371E+00   0.863256E+05   0.849785E+05   0.948151E-01   0.892922E-01   0.152801E+03   0.856923E+05   0.860994E+05   0.856923E+05  -0.773675E-02   0.839415E+05   0.838867E+05   0.412509E-01
   0.480492E+00   0.849105E+05   0.835874E+05   0.912839E-01   0.859667E-01   0.147197E+03   0.842880E+05   0.846884E+05   0.842880E+05  -0.760996E-02   0.825659E+05   0.825120E+05   0.400914E-01
   0.485614E+00   0.835393E+05   0.822402E+05   0.879260E-01   0.828044E-01   0.141871E+03   0.829273E+05   0.833212E+05   0.829273E+05  -0.748711E-02   0.812329E+05   0.811800E+05   0.389636E-01
   0.490735E+00   0.822060E+05   0.809302E+05   0.847267E-01   0.797914E-01   0.136787E+03   0.816041E+05   0.819917E+05   0.816041E+05  -0.736764E-02   0.799368E+05   0.798848E+05   0.378811E-01
   0.495856E+00   0.809035E+05   0.796500E+05   0.816712E-01   0.769139E-01   0.131929E+03   0.803115E+05   0.806931E+05   0.803115E+05  -0.725094E-02   0.786706E+05   0.786195E+05   0.368528E-01
   0.500977E+00   0.796271E+05   0.783944E+05   0.787478E-01   0.741608E-01   0.127279E+03   0.790446E+05   0.794201E+05   0.790446E+05  -0.713656E-02   0.774296E+05   0.773793E+05   0.358818E-01
   0.506098E+00   0.783751E+05   0.771618E+05   0.759489E-01   0.715250E-01   0.122818E+03   0.778018E+05   0.781714E+05   0.778018E+05  -0.702435E-02   0.762121E+05   0.761627E+05   0.349657E-01
   0.511219E+00   0.771485E+05   0.759533E+05   0.732698E-01   0.690019E-01   0.118547E+03   0.765839E+05   0.769478E+05   0.765839E+05  -0.691440E-02   0.750192E+05   0.749705E+05   0.340972E-01
   0.516340E+00   0.759482E+05   0.747703E+05   0.707059E-01   0.665873E-01   0.114456E+03   0.753922E+05   0.757504E+05   0.753922E+05  -0.680680E-02   0.738518E+05   0.738038E+05   0.332669E-01
   0.521462E+00   0.747750E+05   0.736139E+05   0.682529E-01   0.642772E-01   0.110540E+03   0.742274E+05   0.745801E+05   0.742274E+05  -0.670164E-02   0.727109E+05   0.726635E+05   0.324647E-01
   0.526583E+00   0.736304E+05   0.724859E+05   0.659070E-01   0.620680E-01   0.106794E+03   0.730910E+05   0.734383E+05   0.730910E+05  -0.659903E-02   0.715976E+05   0.715510E+05   0.316829E-01
   0.531704E+00   0.725160E+05   0.713881E+05   0.636650E-01   0.599566E-01   0.103211E+03   0.719846E+05   0.723266E+05   0.719846E+05  -0.649914E-02   0.705139E+05   0.704679E+05   0.309169E-01
   0.536825E+00   0.714322E+05   0.703210E+05   0.615226E-01   0.579390E-01   0.997821E+02   0.709087E+05   0.712456E+05   0.709087E+05  -0.640201E-02   0.694600E+05   0.694147E+05   0.301654E-01
   0.541946E+00   0.703775E+05   0.692831E+05   0.594741E-01   0.560098E-01   0.965028E+02   0.698617E+05   0.701937E+05   0.698617E+05  -0.630748E-02   0.684344E+05   0.683898E+05   0.294296E-01
   0.547067E+00   0.693493E+05   0.682717E+05   0.575133E-01   0.541632E-01   0.933623E+02   0.688412E+05   0.691684E+05   0.688412E+05  -0.621535E-02   0.674348E+05   0.673909E+05   0.287125E-01
   0.559946E+00   0.668709E+05   0.658338E+05   0.529365E-01   0.498530E-01   0.860233E+02   0.663813E+05   0.666968E+05   0.663813E+05  -0.599325E-02   0.650251E+05   0.649828E+05   0.270121E-01
   0.593872E+00   0.609328E+05   0.599866E+05   0.428818E-01   0.403840E-01   0.698580E+02   0.604865E+05   0.607740E+05   0.604865E+05  -0.546103E-02   0.592507E+05   0.592121E+05   0.232388E-01
   0.629853E+00   0.555078E+05   0.546467E+05   0.347283E-01   0.327054E-01   0.567003E+02   0.551013E+05   0.553632E+05   0.551013E+05  -0.497483E-02   0.539756E+05   0.539404E+05   0.199499E-01
   0.879031E+00   0.324480E+05   0.319447E+05   0.104228E-01   0.981569E-02   0.171710E+02   0.322103E+05   0.323635E+05   0.322103E+05  -0.290811E-02   0.315523E+05   0.315317E+05   0.837979E-02
   0.122679E+01   0.187388E+05   0.184483E+05   0.309036E-02   0.291035E-02   0.511625E+01   0.186015E+05   0.186900E+05   0.186015E+05  -0.167944E-02   0.182215E+05   0.182096E+05   0.348823E-02
   0.171212E+01   0.107091E+05   0.105431E+05   0.906754E-03   0.853936E-03   0.150497E+01   0.106306E+05   0.106812E+05   0.106306E+05  -0.959791E-03   0.104135E+05   0.104066E+05   0.144591E-02
   0.238945E+01   0.606533E+04   0.597126E+04   0.263669E-03   0.248311E-03   0.438187E+00   0.602088E+04   0.604953E+04   0.602088E+04  -0.543597E-03   0.589790E+04   0.589389E+04   0.600921E-03
