#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265404E+00   0.105243E+06   0.102137E+06   0.832996E+00   0.719614E+00   0.293978E+03   0.104226E+06   0.104722E+06   0.104226E+06  -0.188203E-01   0.104002E+06   0.103861E+06   0.265161E+00
   0.270526E+00   0.101950E+06   0.988287E+05   0.776509E+00   0.670818E+00   0.274465E+03   0.100946E+06   0.101426E+06   0.100946E+06  -0.182281E-01   0.100730E+06   0.100588E+06   0.261835E+00
   0.275647E+00   0.988846E+05   0.957775E+05   0.725324E+00   0.626602E+00   0.256743E+03   0.978971E+05   0.983629E+05   0.978972E+05  -0.176775E-01   0.976888E+05   0.975472E+05   0.255541E+00
   0.280768E+00   0.961017E+05   0.930507E+05   0.679390E+00   0.586920E+00   0.240844E+03   0.951367E+05   0.955894E+05   0.951367E+05  -0.171791E-01   0.949344E+05   0.947958E+05   0.245679E+00
   0.285889E+00   0.936039E+05   0.906492E+05   0.638259E+00   0.551387E+00   0.226591E+03   0.926668E+05   0.931078E+05   0.926668E+05  -0.167331E-01   0.924695E+05   0.923357E+05   0.232795E+00
   0.291010E+00   0.913474E+05   0.885175E+05   0.601210E+00   0.519379E+00   0.213715E+03   0.904418E+05   0.908722E+05   0.904418E+05  -0.163313E-01   0.902488E+05   0.901212E+05   0.218210E+00
   0.296131E+00   0.892641E+05   0.865696E+05   0.567440E+00   0.490204E+00   0.201953E+03   0.883910E+05   0.888117E+05   0.883910E+05  -0.159610E-01   0.882018E+05   0.880806E+05   0.203545E+00
   0.301252E+00   0.872794E+05   0.847132E+05   0.536199E+00   0.463214E+00   0.191070E+03   0.864371E+05   0.868486E+05   0.864371E+05  -0.156082E-01   0.862516E+05   0.861364E+05   0.190256E+00
   0.306374E+00   0.853270E+05   0.828677E+05   0.506882E+00   0.437886E+00   0.180836E+03   0.845118E+05   0.849141E+05   0.845118E+05  -0.152605E-01   0.843301E+05   0.842196E+05   0.179307E+00
   0.311495E+00   0.833621E+05   0.809813E+05   0.479083E+00   0.413871E+00   0.171097E+03   0.825693E+05   0.829624E+05   0.825693E+05  -0.149098E-01   0.823916E+05   0.822845E+05   0.171025E+00
   0.316616E+00   0.813710E+05   0.790404E+05   0.452626E+00   0.391016E+00   0.161818E+03   0.805960E+05   0.809797E+05   0.805960E+05  -0.145534E-01   0.804226E+05   0.803175E+05   0.165139E+00
   0.321737E+00   0.793691E+05   0.770671E+05   0.427519E+00   0.369326E+00   0.152995E+03   0.786084E+05   0.789826E+05   0.786084E+05  -0.141945E-01   0.784396E+05   0.783355E+05   0.160950E+00
   0.326858E+00   0.773900E+05   0.751051E+05   0.403858E+00   0.348887E+00   0.144648E+03   0.766414E+05   0.770064E+05   0.766414E+05  -0.138393E-01   0.764772E+05   0.763737E+05   0.157572E+00
   0.331979E+00   0.754714E+05   0.732029E+05   0.381750E+00   0.329788E+00   0.136847E+03   0.747346E+05   0.750905E+05   0.747346E+05  -0.134950E-01   0.745748E+05   0.744719E+05   0.154178E+00
   0.337100E+00   0.736453E+05   0.714012E+05   0.361252E+00   0.312082E+00   0.129633E+03   0.729212E+05   0.732685E+05   0.729212E+05  -0.131676E-01   0.727655E+05   0.726638E+05   0.150176E+00
   0.342222E+00   0.719317E+05   0.697250E+05   0.342352E+00   0.295754E+00   0.122978E+03   0.712220E+05   0.715612E+05   0.712220E+05  -0.128607E-01   0.710701E+05   0.709701E+05   0.145308E+00
   0.347343E+00   0.703353E+05   0.681794E+05   0.324958E+00   0.280727E+00   0.116818E+03   0.696416E+05   0.699733E+05   0.696416E+05  -0.125754E-01   0.694930E+05   0.693955E+05   0.139635E+00
   0.352464E+00   0.688452E+05   0.667504E+05   0.308911E+00   0.266864E+00   0.111138E+03   0.681688E+05   0.684935E+05   0.681688E+05  -0.123094E-01   0.680232E+05   0.679286E+05   0.133464E+00
   0.357585E+00   0.674397E+05   0.654108E+05   0.294018E+00   0.253998E+00   0.105865E+03   0.667810E+05   0.670991E+05   0.667810E+05  -0.120588E-01   0.666382E+05   0.665467E+05   0.127221E+00
   0.362706E+00   0.660932E+05   0.641289E+05   0.280087E+00   0.241963E+00   0.100916E+03   0.654516E+05   0.657634E+05   0.654516E+05  -0.118188E-01   0.653114E+05   0.652230E+05   0.121323E+00
   0.367827E+00   0.647818E+05   0.628756E+05   0.266953E+00   0.230617E+00   0.962399E+02   0.641561E+05   0.644617E+05   0.641561E+05  -0.115848E-01   0.640186E+05   0.639328E+05   0.116081E+00
   0.372948E+00   0.634875E+05   0.616299E+05   0.254492E+00   0.219852E+00   0.918107E+02   0.628761E+05   0.631756E+05   0.628761E+05  -0.113537E-01   0.627413E+05   0.626576E+05   0.111638E+00
   0.378070E+00   0.622012E+05   0.603819E+05   0.242627E+00   0.209602E+00   0.875943E+02   0.616023E+05   0.618957E+05   0.616023E+05  -0.111237E-01   0.614702E+05   0.613881E+05   0.107967E+00
   0.383191E+00   0.609241E+05   0.591345E+05   0.231330E+00   0.199843E+00   0.835575E+02   0.603362E+05   0.606236E+05   0.603362E+05  -0.108951E-01   0.602069E+05   0.601261E+05   0.104905E+00
   0.388312E+00   0.596666E+05   0.579013E+05   0.220610E+00   0.190582E+00   0.797322E+02   0.590887E+05   0.593702E+05   0.590887E+05  -0.106698E-01   0.589622E+05   0.588824E+05   0.102219E+00
   0.393433E+00   0.584412E+05   0.566982E+05   0.210481E+00   0.181832E+00   0.761231E+02   0.578728E+05   0.581485E+05   0.578728E+05  -0.104502E-01   0.577490E+05   0.576702E+05   0.996658E-01
   0.398554E+00   0.572577E+05   0.555385E+05   0.200946E+00   0.173594E+00   0.727232E+02   0.566989E+05   0.569691E+05   0.566989E+05  -0.102383E-01   0.565777E+05   0.565000E+05   0.970541E-01
   0.403675E+00   0.561231E+05   0.544310E+05   0.191994E+00   0.165861E+00   0.695188E+02   0.555742E+05   0.558390E+05   0.555742E+05  -0.100352E-01   0.554555E+05   0.553790E+05   0.942746E-01
   0.408796E+00   0.550408E+05   0.533801E+05   0.183602E+00   0.158612E+00   0.665188E+02   0.545023E+05   0.547620E+05   0.545023E+05  -0.984162E-02   0.543859E+05   0.543108E+05   0.913106E-01
   0.413918E+00   0.540099E+05   0.523838E+05   0.175735E+00   0.151815E+00   0.637035E+02   0.534820E+05   0.537368E+05   0.534820E+05  -0.965738E-02   0.533677E+05   0.532943E+05   0.882227E-01
   0.419039E+00   0.530235E+05   0.514342E+05   0.168339E+00   0.145425E+00   0.610388E+02   0.525065E+05   0.527567E+05   0.525065E+05  -0.948123E-02   0.523942E+05   0.523225E+05   0.851173E-01
   0.424160E+00   0.520723E+05   0.505195E+05   0.161356E+00   0.139393E+00   0.585253E+02   0.515658E+05   0.518116E+05   0.515658E+05  -0.931138E-02   0.514555E+05   0.513855E+05   0.821118E-01
   0.429281E+00   0.511474E+05   0.496295E+05   0.154735E+00   0.133673E+00   0.561555E+02   0.506512E+05   0.508926E+05   0.506512E+05  -0.914622E-02   0.505428E+05   0.504743E+05   0.793035E-01
   0.434402E+00   0.502427E+05   0.487563E+05   0.148438E+00   0.128233E+00   0.539024E+02   0.497560E+05   0.499931E+05   0.497560E+05  -0.898457E-02   0.496495E+05   0.495825E+05   0.767498E-01
   0.439523E+00   0.493538E+05   0.478953E+05   0.142434E+00   0.123047E+00   0.517409E+02   0.488760E+05   0.491089E+05   0.488760E+05  -0.882567E-02   0.487714E+05   0.487056E+05   0.744609E-01
   0.444644E+00   0.484790E+05   0.470449E+05   0.136705E+00   0.118097E+00   0.496815E+02   0.480094E+05   0.482382E+05   0.480094E+05  -0.866918E-02   0.479066E+05   0.478419E+05   0.724042E-01
   0.449766E+00   0.476193E+05   0.462071E+05   0.131238E+00   0.113375E+00   0.477186E+02   0.471575E+05   0.473822E+05   0.471575E+05  -0.851535E-02   0.470565E+05   0.469928E+05   0.705194E-01
   0.454887E+00   0.467785E+05   0.453867E+05   0.126032E+00   0.108877E+00   0.458437E+02   0.463241E+05   0.465448E+05   0.463241E+05  -0.836485E-02   0.462250E+05   0.461621E+05   0.687372E-01
   0.460008E+00   0.459606E+05   0.445890E+05   0.121085E+00   0.104603E+00   0.440588E+02   0.455134E+05   0.457303E+05   0.455134E+05  -0.821847E-02   0.454161E+05   0.453541E+05   0.669961E-01
   0.465129E+00   0.451683E+05   0.438174E+05   0.116390E+00   0.100547E+00   0.423690E+02   0.447283E+05   0.449415E+05   0.447283E+05  -0.807671E-02   0.446327E+05   0.445717E+05   0.652537E-01
   0.470250E+00   0.444025E+05   0.430732E+05   0.111937E+00   0.967010E-01   0.407627E+02   0.439697E+05   0.441793E+05   0.439697E+05  -0.793972E-02   0.438757E+05   0.438157E+05   0.634927E-01
   0.475371E+00   0.436623E+05   0.423557E+05   0.107713E+00   0.930516E-01   0.392300E+02   0.432369E+05   0.434429E+05   0.432369E+05  -0.780739E-02   0.431444E+05   0.430855E+05   0.617188E-01
   0.480492E+00   0.429465E+05   0.416631E+05   0.103701E+00   0.895861E-01   0.377784E+02   0.425283E+05   0.427310E+05   0.425283E+05  -0.767944E-02   0.424374E+05   0.423794E+05   0.599552E-01
   0.485614E+00   0.422527E+05   0.409926E+05   0.998868E-01   0.862907E-01   0.364032E+02   0.418417E+05   0.420412E+05   0.418417E+05  -0.755547E-02   0.417522E+05   0.416954E+05   0.582332E-01
   0.490735E+00   0.415781E+05   0.403407E+05   0.962523E-01   0.831509E-01   0.350928E+02   0.411741E+05   0.413704E+05   0.411741E+05  -0.743491E-02   0.410860E+05   0.410302E+05   0.565817E-01
   0.495856E+00   0.409192E+05   0.397033E+05   0.927813E-01   0.801523E-01   0.338382E+02   0.405219E+05   0.407151E+05   0.405219E+05  -0.731715E-02   0.404352E+05   0.403804E+05   0.550211E-01
   0.500977E+00   0.402736E+05   0.390779E+05   0.894602E-01   0.772833E-01   0.326401E+02   0.398827E+05   0.400728E+05   0.398827E+05  -0.720172E-02   0.397974E+05   0.397434E+05   0.535591E-01
   0.506098E+00   0.396403E+05   0.384635E+05   0.862807E-01   0.745365E-01   0.314914E+02   0.392556E+05   0.394427E+05   0.392556E+05  -0.708849E-02   0.391716E+05   0.391185E+05   0.521915E-01
   0.511219E+00   0.390200E+05   0.378607E+05   0.832371E-01   0.719072E-01   0.303840E+02   0.386412E+05   0.388254E+05   0.386412E+05  -0.697754E-02   0.385585E+05   0.385062E+05   0.509046E-01
   0.516340E+00   0.384130E+05   0.372705E+05   0.803244E-01   0.693910E-01   0.293246E+02   0.380399E+05   0.382212E+05   0.380399E+05  -0.686896E-02   0.379585E+05   0.379069E+05   0.496791E-01
   0.521462E+00   0.378198E+05   0.366935E+05   0.775376E-01   0.669836E-01   0.283166E+02   0.374522E+05   0.376307E+05   0.374522E+05  -0.676283E-02   0.373721E+05   0.373212E+05   0.484955E-01
   0.526583E+00   0.372410E+05   0.361308E+05   0.748726E-01   0.646813E-01   0.273515E+02   0.368788E+05   0.370546E+05   0.368788E+05  -0.665929E-02   0.367999E+05   0.367498E+05   0.473383E-01
   0.531704E+00   0.366774E+05   0.355833E+05   0.723257E-01   0.624810E-01   0.264265E+02   0.363205E+05   0.364937E+05   0.363205E+05  -0.655849E-02   0.362429E+05   0.361935E+05   0.461984E-01
   0.536825E+00   0.361292E+05   0.350514E+05   0.698918E-01   0.603785E-01   0.255424E+02   0.357777E+05   0.359482E+05   0.357777E+05  -0.646047E-02   0.357012E+05   0.356525E+05   0.450736E-01
   0.541946E+00   0.355957E+05   0.345342E+05   0.675647E-01   0.583681E-01   0.246991E+02   0.352494E+05   0.354175E+05   0.352494E+05  -0.636508E-02   0.351741E+05   0.351262E+05   0.439669E-01
   0.547067E+00   0.350756E+05   0.340303E+05   0.653371E-01   0.564437E-01   0.238908E+02   0.347345E+05   0.349001E+05   0.347345E+05  -0.627210E-02   0.346603E+05   0.346131E+05   0.428852E-01
   0.559946E+00   0.338220E+05   0.328159E+05   0.601378E-01   0.519521E-01   0.220011E+02   0.334934E+05   0.336530E+05   0.334934E+05  -0.604798E-02   0.334217E+05   0.333763E+05   0.403205E-01
   0.593872E+00   0.308187E+05   0.299009E+05   0.487154E-01   0.420845E-01   0.178461E+02   0.305191E+05   0.306646E+05   0.305191E+05  -0.551091E-02   0.304538E+05   0.304124E+05   0.346903E-01
   0.629853E+00   0.280747E+05   0.272395E+05   0.394527E-01   0.340825E-01   0.144694E+02   0.278019E+05   0.279345E+05   0.278019E+05  -0.502027E-02   0.277425E+05   0.277048E+05   0.297621E-01
   0.879031E+00   0.164115E+05   0.159234E+05   0.118408E-01   0.102291E-01   0.436187E+01   0.162521E+05   0.163296E+05   0.162521E+05  -0.293468E-02   0.162173E+05   0.161953E+05   0.124657E-01
   0.122679E+01   0.947770E+04   0.919592E+04   0.351079E-02   0.303291E-02   0.129656E+01   0.938562E+04   0.943039E+04   0.938562E+04  -0.169479E-02   0.936556E+04   0.935283E+04   0.516130E-02
   0.171212E+01   0.541645E+04   0.525545E+04   0.103012E-02   0.889902E-03   0.380893E+00   0.536383E+04   0.538941E+04   0.536383E+04  -0.968560E-03   0.535236E+04   0.534507E+04   0.211793E-02
   0.238945E+01   0.306772E+04   0.297654E+04   0.299542E-03   0.258770E-03   0.110722E+00   0.303792E+04   0.305241E+04   0.303792E+04  -0.548564E-03   0.303142E+04   0.302728E+04   0.863606E-03
